cellid,freq
17412,1
14978,1
14079,1
9158,1
19932,1
4752,1
10135,1
16274,1
7443,1
15076,2
14420,2
15681,3
10711,1
10520,2
15331,2
9511,2
13439,1
12386,1
12897,1
15297,2
1318,1
18453,1
16034,3
21144,1
19074,2
5525,3
11395,1
12552,1
16155,1
991,2
3772,1
12009,1
20783,3
5353,1
16089,2
17448,2
18395,2
21088,1
16048,1
18410,3
14378,2
13605,1
14533,3
17167,1
12104,1
8962,1
9078,1
14802,2
17722,5
7048,2
21781,4
20815,1
17307,1
14641,1
16166,1
14280,1
18416,2
16296,1
17403,2
14169,1
18122,2
17673,1
12576,2
17193,1
608,1
17695,1
16066,2
8548,1
20532,1
8167,1
14909,2
15229,2
14441,1
20599,1
19530,1
15294,1
17576,1
4380,1
14694,1
20116,1
9921,2
19877,1
16875,1
18842,1
8985,1
16542,1
832,1
15982,1
18100,2
14885,2
19873,2
10625,1
7128,1
19732,5
8031,1
20995,1
15433,3
7404,1
19062,1
5974,1
20756,3
17748,1
19838,1
18502,3
1294,1
16484,1
16496,2
19160,1
4089,1
13623,2
14894,2
13837,1
14005,1
11483,1
17729,3
18380,2
7633,1
16103,2
15995,5
12255,2
16353,1
13629,1
20917,1
12187,1
17457,1
19148,1
19972,1
17013,4
14617,2
16395,2
11965,1
16396,2
7647,1
11058,1
16390,1
20900,1
16476,1
14840,1
17768,2
15839,1
3609,1
3218,1
18192,1
13470,2
19656,1
15978,1
13617,1
9331,1
14644,1
13158,1
13369,1
16684,3
15250,4
19832,1
16178,6
9543,1
19345,1
18101,2
12814,1
7987,1
18165,1
19432,1
20947,1
21229,2
17363,2
16581,4
7429,1
18653,1
17011,4
16829,1
9756,1
11160,2
14830,2
16019,1
6247,1
11807,1
7453,2
14261,1
8366,1
15561,3
16885,1
18096,1
17329,2
18253,1
18456,1
14680,1
16608,8
18867,2
14883,1
18017,1
21164,1
5631,1
20556,1
19341,1
18284,1
6298,1
16566,2
11165,1
3019,1
19270,3
13606,2
7243,1
20514,1
16427,1
4937,1
15967,2
20187,2
11666,1
18473,1
10911,1
10397,1
4950,1
19929,2
16676,2
7575,1
14574,2
16168,2
11272,1
14573,5
20059,1
12394,3
5196,1
19960,2
18888,1
11663,1
16437,2
17328,2
19691,2
21532,1
10270,1
18622,1
18211,1
17918,1
19089,1
21110,1
10662,1
6836,1
16386,3
15132,3
10452,2
15554,1
9888,1
14536,2
18487,3
9134,1
20063,1
17330,1
16195,2
4241,1
21015,3
14882,1
15434,1
2845,1
14878,3
14080,2
20966,3
15784,2
20462,1
732,1
10487,1
13560,1
14331,1
15330,1
12144,1
16693,3
21366,1
20150,3
20196,1
13142,1
18594,4
10645,1
15850,1
20807,4
20855,2
14013,1
15675,1
21113,1
11065,1
20759,2
13323,3
21770,1
16481,3
14357,1
19604,1
20740,1
5514,1
18102,2
18461,1
7069,1
14373,1
11212,1
13599,2
21072,2
11048,2
20117,1
12971,1
19173,1
18856,2
9894,1
20248,1
13987,2
21378,1
17062,2
10075,2
2897,1
13644,4
10069,1
7075,2
13306,1
16392,2
17585,2
14137,1
16529,1
13188,1
13745,1
17642,1
5673,1
15688,1
11064,1
13880,4
11573,1
6490,1
8399,1
9601,1
17381,2
13125,2
21447,2
21700,1
9529,1
21704,1
4920,1
15893,1
5701,1
14393,2
16749,1
1891,1
11382,1
3604,1
13790,1
20669,2
12688,1
16050,1
6483,2
10863,1
12028,1
8114,1
13787,1
19637,2
17347,2
19931,1
21048,2
5523,1
20002,1
12595,1
14836,1
14038,1
18916,2
18015,2
20445,1
2131,1
17089,4
14801,1
15283,1
15888,1
14945,1
19501,5
9301,1
16355,1
13244,1
16115,1
17949,2
15048,1
21759,2
12651,2
20235,1
13841,1
16101,1
2240,1
7965,1
21039,1
4944,1
14429,4
8243,1
14454,3
16384,3
16234,3
17105,4
17484,2
13781,1
2521,1
21583,2
9549,1
19418,1
3376,1
19726,1
12233,1
13815,1
18509,1
11008,2
18667,1
